Document_name 	 Actual Class 	 Predicted Class
20696	soc.religion.christian	soc.religion.christian
67523	comp.windows.x	comp.windows.x
20695	soc.religion.christian	soc.religion.christian
9780	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
16125	sci.crypt	sci.crypt
9783	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9784	comp.os.ms-windows.misc	comp.graphics
9785	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9786	comp.os.ms-windows.misc	comp.graphics
102601	rec.sport.baseball	rec.sport.baseball
102600	rec.sport.baseball	sci.med
102603	rec.sport.baseball	rec.sport.baseball
102602	rec.sport.baseball	rec.sport.baseball
102604	rec.sport.baseball	rec.sport.baseball
176868	talk.politics.misc	talk.politics.misc
104392	rec.motorcycles	rec.motorcycles
67527	comp.windows.x	comp.windows.x
54714	rec.sport.hockey	sci.med
54715	rec.sport.hockey	rec.sport.hockey
54716	rec.sport.hockey	rec.sport.hockey
54717	rec.sport.hockey	rec.sport.hockey
54710	rec.sport.hockey	rec.sport.hockey
54712	rec.sport.hockey	rec.sport.baseball
51910	comp.sys.mac.hardware	comp.sys.mac.hardware
16123	sci.crypt	sci.crypt
67011	comp.windows.x	comp.windows.x
67013	comp.windows.x	comp.windows.x
67015	comp.windows.x	comp.windows.x
67014	comp.windows.x	comp.windows.x
67017	comp.windows.x	comp.windows.x
67019	comp.windows.x	comp.windows.x
102909	rec.autos	rec.autos
60763	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
54853	talk.politics.guns	talk.politics.guns
60767	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
15645	sci.crypt	sci.crypt
15646	sci.crypt	sci.crypt
15641	sci.crypt	sci.crypt
15643	sci.crypt	sci.crypt
178549	talk.politics.misc	talk.politics.misc
178541	talk.politics.misc	talk.politics.misc
178547	talk.politics.misc	talk.politics.misc
178544	talk.politics.misc	talk.politics.misc
76555	misc.forsale	comp.sys.ibm.pc.hardware
76552	misc.forsale	misc.forsale
76558	misc.forsale	rec.autos
76559	talk.politics.mideast	talk.politics.mideast
15468	sci.crypt	sci.crypt
15398	sci.crypt	sci.crypt
59298	sci.med	sci.med
15393	sci.crypt	sci.crypt
15460	sci.crypt	sci.crypt
15463	sci.crypt	sci.crypt
15462	sci.crypt	sci.crypt
15465	sci.crypt	sci.crypt
15396	sci.crypt	sci.crypt
15395	sci.crypt	sci.crypt
15466	sci.crypt	sci.crypt
53814	rec.sport.hockey	rec.sport.hockey
101634	rec.autos	rec.autos
9686	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
61368	sci.space	sci.space
61364	sci.space	sci.space
61367	sci.space	sci.space
61363	sci.space	sci.space
61362	sci.space	sci.space
77394	talk.politics.mideast	talk.politics.mideast
77392	talk.politics.mideast	talk.politics.mideast
77391	talk.politics.mideast	talk.politics.mideast
51628	comp.sys.mac.hardware	comp.sys.mac.hardware
77399	talk.politics.mideast	talk.politics.mideast
77398	talk.politics.mideast	talk.politics.mideast
53497	alt.atheism	alt.atheism
61508	sci.space	sci.space
59187	sci.med	sci.med
61501	sci.space	sci.space
61502	sci.space	sci.space
61506	sci.space	sci.space
77179	talk.politics.mideast	talk.politics.mideast
77178	talk.politics.mideast	talk.politics.mideast
21575	soc.religion.christian	soc.religion.christian
177011	talk.politics.misc	talk.politics.misc
177013	talk.politics.misc	talk.religion.misc
177018	talk.politics.misc	talk.politics.misc
52274	comp.sys.mac.hardware	comp.sys.mac.hardware
52276	comp.sys.mac.hardware	comp.sys.mac.hardware
52271	comp.sys.mac.hardware	comp.sys.mac.hardware
60368	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60366	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60367	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60364	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60365	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
104450	rec.motorcycles	rec.motorcycles
104451	rec.motorcycles	rec.motorcycles
104457	rec.motorcycles	rec.motorcycles
51898	comp.sys.mac.hardware	comp.sys.mac.hardware
51899	comp.sys.mac.hardware	comp.sys.mac.hardware
51678	comp.sys.mac.hardware	comp.sys.mac.hardware
51679	comp.sys.mac.hardware	comp.sys.mac.hardware
51890	comp.sys.mac.hardware	comp.graphics
51675	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
51892	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
51677	comp.sys.mac.hardware	comp.sys.mac.hardware
51894	comp.sys.mac.hardware	comp.sys.mac.hardware
51896	comp.sys.mac.hardware	comp.sys.mac.hardware
51673	comp.sys.mac.hardware	comp.sys.mac.hardware
52019	comp.sys.mac.hardware	comp.sys.mac.hardware
38889	comp.graphics	comp.graphics
38886	comp.graphics	comp.graphics
52013	comp.sys.mac.hardware	comp.sys.mac.hardware
38885	comp.graphics	comp.windows.x
52014	comp.sys.mac.hardware	comp.sys.mac.hardware
52017	comp.sys.mac.hardware	comp.sys.mac.hardware
52016	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
102852	rec.autos	rec.autos
102853	rec.autos	rec.autos
83534	talk.religion.misc	alt.atheism
83535	talk.religion.misc	talk.religion.misc
83537	talk.religion.misc	talk.religion.misc
179089	talk.politics.misc	talk.politics.misc
179088	talk.politics.misc	talk.politics.misc
10136	comp.os.ms-windows.misc	sci.space
10130	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
10132	comp.os.ms-windows.misc	comp.windows.x
179080	talk.politics.misc	talk.politics.misc
179082	talk.politics.misc	talk.politics.misc
10138	comp.os.ms-windows.misc	comp.graphics
10139	comp.os.ms-windows.misc	comp.os.ms-windows.misc
53632	rec.sport.hockey	rec.sport.hockey
53633	rec.sport.hockey	rec.sport.hockey
9647	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9641	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
53634	rec.sport.hockey	rec.sport.hockey
53635	rec.sport.hockey	rec.sport.hockey
21758	soc.religion.christian	soc.religion.christian
54944	talk.politics.guns	talk.politics.guns
9568	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
21755	soc.religion.christian	soc.religion.christian
21757	soc.religion.christian	soc.religion.christian
21750	soc.religion.christian	soc.religion.christian
21751	soc.religion.christian	soc.religion.christian
21753	soc.religion.christian	soc.religion.christian
84047	talk.religion.misc	talk.politics.guns
84042	talk.religion.misc	talk.religion.misc
15745	sci.crypt	sci.crypt
21659	soc.religion.christian	soc.religion.christian
75852	misc.forsale	misc.forsale
84268	talk.religion.misc	talk.religion.misc
84261	talk.religion.misc	talk.religion.misc
84260	talk.religion.misc	talk.religion.misc
84262	talk.religion.misc	talk.religion.misc
84267	talk.religion.misc	alt.atheism
178932	talk.politics.misc	talk.politics.misc
178933	talk.politics.misc	talk.politics.misc
178686	talk.politics.misc	talk.politics.misc
178936	talk.politics.misc	talk.politics.mideast
178681	talk.politics.misc	talk.politics.misc
178934	talk.politics.misc	talk.politics.misc
67222	comp.windows.x	comp.sys.ibm.pc.hardware
67220	comp.windows.x	comp.windows.x
178939	talk.politics.misc	talk.politics.misc
67226	comp.windows.x	comp.windows.x
67224	comp.windows.x	comp.windows.x
67225	comp.windows.x	comp.windows.x
54365	rec.sport.hockey	rec.sport.hockey
54364	rec.sport.hockey	rec.sport.hockey
54367	rec.sport.hockey	rec.sport.hockey
54366	rec.sport.hockey	rec.sport.hockey
54361	rec.sport.hockey	rec.sport.hockey
54363	talk.politics.guns	talk.politics.guns
54362	talk.politics.guns	talk.politics.guns
54369	talk.politics.guns	talk.politics.guns
54368	talk.politics.guns	talk.politics.guns
59591	sci.med	sci.med
59234	sci.med	sci.med
59593	sci.med	sci.med
59597	sci.med	sci.med
59599	sci.med	sci.med
59236	sci.med	sci.med
103433	rec.autos	rec.autos
103435	rec.autos	rec.autos
103434	rec.autos	rec.autos
103437	rec.autos	talk.politics.guns
103436	rec.autos	rec.autos
103439	rec.autos	rec.autos
179069	talk.politics.misc	talk.politics.misc
53198	alt.atheism	alt.atheism
59334	sci.med	sci.electronics
59337	sci.med	talk.politics.misc
59330	sci.med	sci.med
38676	comp.graphics	comp.graphics
176923	talk.politics.misc	talk.politics.guns
176927	talk.politics.misc	talk.politics.misc
176926	talk.politics.misc	talk.politics.misc
51284	alt.atheism	alt.atheism
74830	misc.forsale	misc.forsale
51281	alt.atheism	alt.atheism
51282	alt.atheism	alt.atheism
51289	alt.atheism	talk.religion.misc
61196	sci.space	sci.space
61197	sci.space	sci.space
61190	sci.space	sci.space
61191	sci.space	sci.space
61199	sci.space	sci.space
60821	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60822	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
104669	rec.motorcycles	rec.motorcycles
59447	sci.med	sci.med
59446	sci.med	sci.med
104661	rec.motorcycles	rec.motorcycles
104665	rec.motorcycles	rec.motorcycles
104667	rec.motorcycles	rec.motorcycles
59443	sci.med	sci.med
15528	sci.crypt	sci.crypt
38558	comp.graphics	comp.graphics
76433	misc.forsale	misc.forsale
76120	misc.forsale	misc.forsale
76434	misc.forsale	misc.forsale
38437	comp.graphics	comp.graphics
38436	comp.graphics	comp.graphics
10639	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
10638	comp.os.ms-windows.misc	comp.windows.x
10637	comp.os.ms-windows.misc	comp.windows.x
10633	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
58853	sci.med	sci.med
54888	talk.politics.guns	sci.crypt
54889	talk.politics.guns	talk.politics.guns
54558	talk.politics.guns	talk.politics.guns
54559	talk.politics.guns	talk.politics.guns
54556	rec.sport.hockey	rec.sport.hockey
54557	rec.sport.hockey	rec.sport.hockey
58859	sci.med	sci.med
54887	talk.politics.guns	talk.politics.guns
9614	comp.os.ms-windows.misc	comp.graphics
54550	talk.politics.guns	talk.politics.guns
54883	talk.politics.guns	talk.politics.guns
52738	sci.electronics	sci.electronics
52739	sci.electronics	sci.electronics
52735	sci.electronics	sci.electronics
52736	sci.electronics	comp.graphics
52737	sci.electronics	sci.electronics
52731	sci.electronics	sci.electronics
52733	sci.electronics	sci.electronics
102621	rec.sport.baseball	rec.sport.baseball
102620	rec.sport.baseball	rec.sport.baseball
102627	rec.sport.baseball	rec.sport.baseball
102626	rec.sport.baseball	rec.sport.baseball
102624	rec.sport.baseball	rec.sport.baseball
53391	alt.atheism	alt.atheism
102628	rec.sport.baseball	rec.sport.baseball
53289	alt.atheism	alt.atheism
53283	alt.atheism	alt.atheism
53282	alt.atheism	alt.atheism
53281	alt.atheism	alt.atheism
53280	alt.atheism	alt.atheism
53287	alt.atheism	alt.atheism
53285	alt.atheism	talk.religion.misc
103265	rec.autos	rec.autos
103266	rec.autos	rec.autos
54772	rec.sport.hockey	rec.sport.hockey
54773	rec.sport.hockey	rec.sport.hockey
54771	rec.sport.hockey	rec.sport.hockey
54774	rec.sport.hockey	rec.sport.hockey
103303	rec.autos	rec.autos
10093	comp.os.ms-windows.misc	comp.graphics
10092	comp.os.ms-windows.misc	sci.electronics
10091	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
83908	talk.religion.misc	talk.religion.misc
67039	comp.windows.x	comp.windows.x
67038	comp.windows.x	comp.windows.x
83905	talk.religion.misc	talk.religion.misc
67036	comp.windows.x	comp.windows.x
67035	comp.windows.x	comp.windows.x
67033	comp.windows.x	comp.windows.x
67032	comp.windows.x	comp.sys.mac.hardware
67031	comp.windows.x	comp.windows.x
76391	misc.forsale	misc.forsale
76392	talk.politics.mideast	talk.politics.mideast
76395	misc.forsale	misc.forsale
76396	misc.forsale	misc.forsale
76397	misc.forsale	misc.forsale
76398	talk.politics.mideast	talk.religion.misc
15669	sci.crypt	sci.crypt
59108	sci.med	sci.med
15663	sci.crypt	sci.crypt
15662	sci.crypt	sci.crypt
15660	sci.crypt	sci.crypt
15667	sci.crypt	sci.crypt
59103	sci.med	misc.forsale
59100	sci.med	sci.med
176845	talk.politics.misc	talk.politics.misc
176846	talk.politics.misc	talk.politics.misc
54087	rec.sport.hockey	rec.sport.hockey
37955	comp.graphics	comp.graphics
54081	rec.sport.hockey	rec.sport.hockey
37957	comp.graphics	comp.sys.mac.hardware
54083	rec.sport.hockey	rec.sport.hockey
54088	rec.sport.hockey	rec.sport.hockey
176849	talk.politics.misc	talk.politics.misc
15915	sci.crypt	sci.crypt
15914	sci.crypt	sci.crypt
15442	sci.crypt	sci.crypt
15441	sci.crypt	sci.crypt
15440	sci.crypt	sci.crypt
76574	misc.forsale	misc.forsale
76577	misc.forsale	misc.forsale
76571	misc.forsale	misc.forsale
76573	misc.forsale	misc.forsale
60669	comp.sys.ibm.pc.hardware	comp.sys.mac.hardware
61342	sci.space	sci.space
61341	sci.space	sci.space
61340	sci.space	sci.space
61346	sci.space	sci.space
61344	sci.space	sci.space
77378	talk.politics.mideast	talk.politics.mideast
77375	talk.politics.mideast	talk.politics.mideast
77371	talk.politics.mideast	talk.politics.mideast
77373	talk.politics.mideast	talk.politics.mideast
51161	alt.atheism	alt.atheism
103375	rec.autos	rec.autos
103371	rec.autos	rec.autos
103378	rec.autos	rec.autos
55022	rec.sport.hockey	rec.sport.hockey
52259	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
52258	comp.sys.mac.hardware	comp.sys.mac.hardware
52253	comp.sys.mac.hardware	comp.sys.mac.hardware
52252	comp.sys.mac.hardware	comp.sys.mac.hardware
52251	comp.sys.mac.hardware	comp.sys.mac.hardware
52254	comp.sys.mac.hardware	comp.sys.mac.hardware
103308	rec.autos	sci.electronics
104478	rec.motorcycles	rec.motorcycles
104479	rec.motorcycles	rec.motorcycles
101628	rec.autos	rec.autos
101629	rec.autos	rec.autos
104474	rec.motorcycles	rec.motorcycles
101624	rec.autos	rec.autos
104477	rec.motorcycles	rec.motorcycles
104470	rec.motorcycles	rec.motorcycles
104471	rec.motorcycles	rec.motorcycles
101621	rec.autos	misc.forsale
61527	sci.space	sci.space
61526	sci.space	sci.space
61524	sci.space	sci.space
61523	sci.space	sci.space
61522	sci.space	sci.space
61521	sci.space	sci.space
51611	comp.sys.mac.hardware	comp.sys.mac.hardware
51616	comp.sys.mac.hardware	comp.sys.mac.hardware
51617	comp.sys.mac.hardware	comp.sys.mac.hardware
51615	comp.sys.mac.hardware	comp.sys.mac.hardware
20863	soc.religion.christian	soc.religion.christian
75843	misc.forsale	misc.forsale
75842	misc.forsale	misc.forsale
75845	misc.forsale	misc.forsale
75844	misc.forsale	misc.forsale
75847	misc.forsale	misc.forsale
52037	comp.sys.mac.hardware	comp.sys.mac.hardware
52036	comp.sys.mac.hardware	comp.sys.mac.hardware
21661	soc.religion.christian	soc.religion.christian
39655	comp.graphics	comp.graphics
52039	comp.sys.mac.hardware	comp.sys.mac.hardware
52038	comp.sys.mac.hardware	comp.sys.mac.hardware
10153	comp.os.ms-windows.misc	sci.electronics
53613	rec.sport.hockey	rec.sport.hockey
10156	comp.os.ms-windows.misc	comp.windows.x
53343	alt.atheism	alt.atheism
53616	rec.sport.hockey	rec.autos
53341	alt.atheism	alt.atheism
53618	rec.sport.hockey	rec.sport.hockey
53619	rec.sport.hockey	rec.sport.hockey
10159	comp.os.ms-windows.misc	comp.graphics
38293	comp.graphics	comp.graphics
9629	comp.os.ms-windows.misc	sci.crypt
9628	comp.os.ms-windows.misc	comp.sys.mac.hardware
9623	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9622	comp.os.ms-windows.misc	comp.graphics
9626	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9625	comp.os.ms-windows.misc	comp.windows.x
9624	comp.os.ms-windows.misc	comp.graphics
58992	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
58991	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
58997	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
21730	soc.religion.christian	soc.religion.christian
58999	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
84068	talk.religion.misc	alt.atheism
84062	talk.religion.misc	alt.atheism
84061	talk.religion.misc	talk.religion.misc
84067	talk.religion.misc	alt.atheism
84065	talk.religion.misc	talk.religion.misc
84064	talk.religion.misc	alt.atheism
83598	talk.religion.misc	alt.atheism
83593	talk.religion.misc	talk.religion.misc
83591	talk.religion.misc	talk.religion.misc
83596	talk.religion.misc	alt.atheism
83595	talk.religion.misc	alt.atheism
84242	talk.religion.misc	talk.religion.misc
84241	talk.religion.misc	talk.religion.misc
84240	talk.religion.misc	alt.atheism
84248	talk.religion.misc	talk.religion.misc
178918	talk.politics.misc	talk.politics.mideast
178919	talk.politics.misc	talk.politics.misc
178669	talk.politics.misc	talk.politics.misc
178666	talk.politics.misc	talk.politics.misc
178667	talk.politics.misc	talk.politics.misc
178664	talk.politics.misc	talk.politics.misc
178665	talk.politics.misc	talk.politics.misc
178910	talk.politics.misc	talk.politics.misc
178663	talk.politics.misc	talk.politics.misc
178660	talk.politics.misc	talk.politics.misc
178913	talk.politics.misc	talk.politics.misc
54343	sci.electronics	sci.electronics
54342	sci.electronics	sci.electronics
54341	sci.electronics	sci.electronics
54340	sci.electronics	sci.electronics
54347	sci.electronics	sci.electronics
54344	talk.politics.guns	talk.politics.guns
54348	sci.electronics	sci.electronics
38749	comp.graphics	comp.graphics
38747	comp.graphics	comp.graphics
38746	comp.graphics	comp.graphics
38741	comp.graphics	comp.windows.x
38740	comp.graphics	comp.windows.x
38743	comp.graphics	comp.graphics
38742	comp.graphics	comp.graphics
59120	sci.med	sci.med
38299	comp.graphics	comp.graphics
103418	rec.autos	rec.autos
103148	rec.autos	rec.autos
103145	rec.autos	rec.autos
103412	rec.autos	rec.autos
103411	rec.autos	rec.autos
103417	rec.autos	rec.autos
103140	rec.autos	misc.forsale
38295	comp.graphics	sci.electronics
83736	talk.religion.misc	talk.religion.misc
83737	talk.religion.misc	alt.atheism
83734	talk.religion.misc	talk.politics.misc
67203	comp.windows.x	comp.windows.x
67204	comp.windows.x	comp.windows.x
83733	talk.religion.misc	talk.religion.misc
67209	comp.windows.x	comp.windows.x
52304	comp.sys.mac.hardware	comp.sys.mac.hardware
178676	talk.politics.misc	talk.politics.misc
66409	comp.windows.x	comp.windows.x
66408	comp.windows.x	comp.windows.x
59453	sci.med	sci.med
66404	comp.windows.x	comp.windows.x
66401	comp.windows.x	comp.windows.x
66402	comp.windows.x	comp.windows.x
76184	misc.forsale	misc.forsale
76187	talk.politics.mideast	talk.politics.mideast
178673	talk.politics.misc	talk.politics.misc
76183	misc.forsale	misc.forsale
76189	misc.forsale	misc.forsale
59311	sci.med	sci.space
59315	sci.med	sci.med
59319	sci.med	sci.med
59318	sci.med	sci.med
74729	misc.forsale	misc.forsale
74726	misc.forsale	misc.forsale
74725	misc.forsale	misc.forsale
74724	misc.forsale	misc.forsale
74723	misc.forsale	misc.forsale
74722	misc.forsale	misc.forsale
53964	rec.sport.hockey	rec.sport.hockey
104399	rec.motorcycles	rec.motorcycles
55257	talk.politics.guns	talk.politics.guns
16129	sci.crypt	sci.crypt
55253	talk.politics.guns	talk.politics.guns
104391	rec.motorcycles	rec.motorcycles
51914	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
51917	comp.sys.mac.hardware	comp.sys.mac.hardware
51916	comp.sys.mac.hardware	comp.sys.mac.hardware
16121	sci.crypt	talk.politics.misc
16120	sci.crypt	sci.crypt
104397	rec.motorcycles	rec.motorcycles
51912	comp.sys.mac.hardware	comp.sys.mac.hardware
54696	talk.politics.guns	talk.politics.guns
60809	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
54699	talk.politics.guns	talk.politics.guns
60801	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60807	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60806	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60804	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
75988	misc.forsale	misc.forsale
38982	comp.graphics	comp.graphics
38981	comp.graphics	comp.graphics
75985	misc.forsale	misc.forsale
38989	comp.graphics	comp.graphics
38988	comp.graphics	comp.graphics
21389	soc.religion.christian	soc.religion.christian
21387	soc.religion.christian	soc.religion.christian
21384	soc.religion.christian	soc.religion.christian
104643	rec.motorcycles	rec.motorcycles
104642	rec.motorcycles	rec.motorcycles
104641	rec.motorcycles	rec.motorcycles
104640	rec.motorcycles	rec.motorcycles
104647	rec.motorcycles	rec.motorcycles
75910	misc.forsale	misc.forsale
104649	rec.motorcycles	rec.motorcycles
62401	sci.space	sci.space
58838	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60431	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
62407	sci.space	sci.space
105517	rec.motorcycles	rec.motorcycles
62408	sci.space	sci.space
58833	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
58832	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
58836	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60667	comp.sys.ibm.pc.hardware	comp.graphics
60666	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60664	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60663	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60660	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
52751	sci.electronics	sci.electronics
52756	sci.electronics	sci.electronics
20653	soc.religion.christian	soc.religion.christian
52754	sci.electronics	sci.electronics
20651	soc.religion.christian	soc.religion.christian
103519	rec.autos	rec.autos
51240	alt.atheism	alt.atheism
51243	alt.atheism	alt.atheism
104786	rec.motorcycles	rec.motorcycles
51242	alt.atheism	alt.atheism
9550	comp.os.ms-windows.misc	comp.graphics
83929	talk.religion.misc	talk.politics.misc
83928	talk.religion.misc	talk.politics.misc
51247	alt.atheism	alt.atheism
83923	talk.religion.misc	talk.religion.misc
83922	talk.religion.misc	sci.med
83921	talk.religion.misc	alt.atheism
51246	alt.atheism	alt.atheism
83926	talk.religion.misc	alt.atheism
9554	comp.os.ms-windows.misc	comp.windows.x
51249	alt.atheism	alt.atheism
54576	talk.politics.guns	talk.politics.guns
54577	talk.politics.guns	talk.politics.guns
54571	talk.politics.guns	talk.politics.guns
54572	talk.politics.guns	talk.politics.guns
9556	comp.os.ms-windows.misc	comp.sys.mac.hardware
54579	talk.politics.guns	talk.politics.guns
15601	sci.crypt	sci.crypt
15603	sci.crypt	sci.crypt
15605	sci.crypt	sci.crypt
15604	sci.crypt	sci.crypt
76376	talk.politics.mideast	talk.politics.mideast
76377	talk.politics.mideast	talk.politics.mideast
76372	misc.forsale	comp.graphics
76371	talk.politics.mideast	talk.politics.mideast
53405	alt.atheism	alt.atheism
53400	alt.atheism	alt.atheism
53402	alt.atheism	sci.crypt
104334	rec.motorcycles	rec.motorcycles
53408	alt.atheism	alt.atheism
61151	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
54755	rec.sport.hockey	rec.sport.hockey
54757	rec.sport.hockey	rec.sport.hockey
54758	rec.sport.hockey	rec.sport.baseball
20886	soc.religion.christian	soc.religion.christian
15933	sci.crypt	sci.crypt
15932	sci.crypt	sci.crypt
15931	sci.crypt	sci.crypt
15930	sci.crypt	sci.crypt
15936	sci.crypt	sci.crypt
76512	misc.forsale	misc.forsale
76510	misc.forsale	misc.forsale
76511	misc.forsale	misc.forsale
76514	misc.forsale	misc.forsale
76515	misc.forsale	misc.forsale
103527	rec.autos	rec.autos
103525	rec.autos	rec.autos
103524	rec.autos	rec.autos
21334	soc.religion.christian	soc.religion.christian
68241	comp.windows.x	comp.windows.x
68242	comp.windows.x	comp.windows.x
21333	soc.religion.christian	soc.religion.christian
67415	comp.windows.x	comp.windows.x
67414	comp.windows.x	comp.windows.x
67416	comp.windows.x	comp.windows.x
67411	comp.windows.x	comp.windows.x
67413	comp.windows.x	comp.windows.x
9999	comp.os.ms-windows.misc	comp.windows.x
178496	talk.politics.misc	talk.politics.misc
178491	talk.politics.misc	talk.politics.mideast
9991	comp.os.ms-windows.misc	comp.graphics
77352	talk.politics.mideast	talk.politics.mideast
77351	talk.politics.mideast	talk.politics.mideast
9992	comp.os.ms-windows.misc	comp.graphics
77357	talk.politics.mideast	talk.politics.mideast
77356	talk.politics.mideast	talk.politics.mideast
9996	comp.os.ms-windows.misc	comp.windows.x
20881	soc.religion.christian	soc.religion.christian
66898	comp.windows.x	comp.windows.x
66899	comp.windows.x	comp.sys.ibm.pc.hardware
66892	comp.windows.x	comp.windows.x
66896	comp.windows.x	comp.windows.x
66897	comp.windows.x	comp.windows.x
61321	sci.space	sci.space
61320	sci.space	sci.space
61323	sci.space	sci.space
103353	rec.autos	rec.autos
61325	sci.space	sci.space
61327	sci.space	sci.space
61326	sci.space	sci.space
61329	sci.space	sci.space
51581	comp.sys.mac.hardware	comp.sys.mac.hardware
51586	comp.sys.mac.hardware	comp.sys.mac.hardware
51584	comp.sys.mac.hardware	comp.sys.mac.hardware
51585	comp.sys.mac.hardware	comp.sys.mac.hardware
51215	alt.atheism	alt.atheism
51631	comp.sys.mac.hardware	comp.sys.mac.hardware
51635	comp.sys.mac.hardware	comp.sys.mac.hardware
51636	comp.sys.mac.hardware	comp.sys.mac.hardware
51637	comp.sys.mac.hardware	comp.graphics
101600	rec.autos	sci.space
101604	rec.autos	rec.autos
101605	rec.autos	rec.autos
101606	rec.autos	misc.forsale
60499	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60490	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60492	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60493	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60494	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60497	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
53989	rec.sport.hockey	rec.sport.hockey
53980	rec.sport.hockey	rec.sport.hockey
53981	rec.sport.hockey	rec.sport.hockey
53982	rec.sport.hockey	rec.sport.hockey
53987	rec.sport.hockey	rec.sport.hockey
103283	rec.autos	rec.autos
52231	comp.sys.mac.hardware	comp.sys.mac.hardware
52230	comp.sys.mac.hardware	comp.sys.mac.hardware
52233	comp.sys.mac.hardware	comp.sys.mac.hardware
103281	rec.autos	rec.autos
75868	misc.forsale	misc.forsale
52239	comp.sys.mac.hardware	comp.sys.mac.hardware
52238	comp.sys.mac.hardware	comp.sys.mac.hardware
75865	misc.forsale	misc.forsale
75864	misc.forsale	sci.electronics
75863	misc.forsale	misc.forsale
75861	misc.forsale	talk.religion.misc
53180	alt.atheism	alt.atheism
53183	alt.atheism	alt.atheism
53184	alt.atheism	alt.atheism
53185	alt.atheism	alt.atheism
53188	alt.atheism	alt.atheism
53189	alt.atheism	talk.religion.misc
51211	alt.atheism	alt.atheism
16355	sci.crypt	sci.crypt
16352	sci.crypt	sci.crypt
16351	sci.crypt	sci.crypt
9993	comp.os.ms-windows.misc	comp.graphics
16359	sci.crypt	sci.crypt
9995	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
178498	talk.politics.misc	talk.politics.misc
52587	rec.sport.hockey	rec.sport.hockey
52586	rec.sport.hockey	rec.sport.hockey
52583	rec.sport.hockey	rec.sport.hockey
52582	rec.sport.hockey	rec.sport.hockey
9601	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9600	comp.os.ms-windows.misc	comp.windows.x
9603	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9602	comp.os.ms-windows.misc	comp.graphics
